epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
57,1435.83,1.70047,2.01735,1.53729,1.09293,0,0.77868,0.65789,0.72626,0.35755,0.76395,0.63158,0.699,0.35022,1.68167,2.02254,1.60966,1.15034,0,0.0008152,0.0008152,0.0008152
58,1457.54,1.70334,2.34967,1.64762,1.1113,0,0.69387,0.65789,0.69645,0.36334,0.70792,0.65789,0.66586,0.35061,1.67951,1.99518,1.60711,1.14602,0,0.0008119,0.0008119,0.0008119
59,1476.96,1.69884,2.24484,1.79056,1.06964,0,0.6637,0.63158,0.6734,0.35467,0.69136,0.65789,0.66341,0.344,1.67781,1.99186,1.59012,1.14184,0,0.0008086,0.0008086,0.0008086
60,1495.41,1.7628,2.22365,1.79376,1.09985,0,0.57648,0.68421,0.68163,0.36305,0.62365,0.68421,0.66715,0.34566,1.69437,2.03416,1.55526,1.14065,0,0.0008053,0.0008053,0.0008053
61,1513.6,1.62906,2.092,1.44695,1.0948,0,0.70456,0.60526,0.68163,0.36446,0.65349,0.65789,0.67102,0.34144,1.69883,2.06768,1.54568,1.1377,0,0.000802,0.000802,0.000802
62,1533.2,1.57673,2.04374,1.37387,1.04161,0,0.74025,0.60526,0.70524,0.3863,0.75121,0.60526,0.68215,0.35021,1.68038,2.05953,1.53497,1.13894,0,0.0007987,0.0007987,0.0007987
63,1548.67,1.59671,1.92051,1.52245,1.05765,0,0.74025,0.60526,0.70524,0.3863,0.75121,0.60526,0.68215,0.35021,1.68038,2.05953,1.53497,1.13894,0,0.0007954,0.0007954,0.0007954
64,1565.95,1.6185,2.42626,1.55352,1.11068,0,0.66496,0.65789,0.69689,0.37338,0.66496,0.65789,0.69578,0.3597,1.66322,2.01724,1.55757,1.15034,0,0.0007921,0.0007921,0.0007921
65,1582.22,1.77705,2.07338,1.70612,1.06412,0,0.61963,0.64319,0.66874,0.35321,0.61963,0.64319,0.67423,0.34755,1.66706,1.93881,1.5736,1.16074,0,0.0007888,0.0007888,0.0007888
66,1600.29,1.68546,2.19557,1.37635,1.09923,0,0.53957,0.65789,0.63787,0.33895,0.53957,0.65789,0.64651,0.3348,1.67549,1.93751,1.56964,1.16844,0,0.0007855,0.0007855,0.0007855
67,1617.37,1.69317,2.15669,1.50975,1.08164,0,0.52159,0.65789,0.61539,0.31248,0.52159,0.65789,0.62198,0.32644,1.70216,1.9902,1.56504,1.18947,0,0.0007822,0.0007822,0.0007822
68,1634.92,1.70915,2.09422,1.61256,1.13237,0,0.5201,0.71053,0.60345,0.29448,0.5201,0.71053,0.61233,0.30267,1.7207,2.01154,1.59758,1.19349,0,0.0007789,0.0007789,0.0007789
69,1652.78,1.70373,2.09349,1.68168,1.08176,0,0.50435,0.69635,0.53209,0.27648,0.51657,0.70311,0.58801,0.28603,1.70134,1.99244,1.62033,1.18778,0,0.0007756,0.0007756,0.0007756
70,1670.4,1.71475,2.24636,1.66462,1.10452,0,0.50434,0.69632,0.54247,0.27157,0.53955,0.67851,0.5802,0.29006,1.65608,1.96969,1.68136,1.18194,0,0.0007723,0.0007723,0.0007723
71,1688.62,1.60356,2.27947,1.5404,1.06644,0,0.50434,0.69632,0.54247,0.27157,0.53955,0.67851,0.5802,0.29006,1.65608,1.96969,1.68136,1.18194,0,0.000769,0.000769,0.000769
72,1705.67,1.66052,2.31463,1.46535,1.08488,0,0.5338,0.60526,0.57639,0.2977,0.57035,0.62885,0.6067,0.29173,1.60628,1.9332,1.68175,1.14707,0,0.0007657,0.0007657,0.0007657
73,1722.89,1.62353,1.99068,1.5393,1.0783,0,0.5545,0.63158,0.58696,0.29104,0.5545,0.63158,0.58615,0.30092,1.59738,1.92953,1.63914,1.15452,0,0.0007624,0.0007624,0.0007624
74,1741,1.60055,2.19856,1.54836,1.11288,0,0.51426,0.65789,0.57776,0.31203,0.56689,0.60526,0.58074,0.30483,1.55663,1.93325,1.5835,1.15093,0,0.0007591,0.0007591,0.0007591
75,1756.96,1.63583,2.02484,1.36705,1.0425,0,0.59425,0.65789,0.58261,0.32785,0.60968,0.65768,0.61182,0.30833,1.51989,1.9336,1.59065,1.11756,0,0.0007558,0.0007558,0.0007558
76,1776.68,1.65694,2.14299,1.504,1.09413,0,0.54372,0.71053,0.6159,0.34801,0.56196,0.71053,0.62081,0.32319,1.5381,1.92405,1.59383,1.1061,0,0.0007525,0.0007525,0.0007525
77,1793.58,1.51039,1.98245,1.94719,0.98217,0,0.58657,0.67221,0.60476,0.33716,0.58335,0.65789,0.61736,0.32742,1.62292,1.95672,1.65687,1.13393,0,0.0007492,0.0007492,0.0007492
78,1809.49,1.68459,2.05453,1.63244,1.0907,0,0.5136,0.68421,0.58215,0.32517,0.55788,0.65789,0.58737,0.28587,1.68606,1.98998,1.68957,1.16108,0,0.0007459,0.0007459,0.0007459
79,1825.57,1.66206,2.27377,1.6388,1.08442,0,0.5136,0.68421,0.58215,0.32517,0.55788,0.65789,0.58737,0.28587,1.68606,1.98998,1.68957,1.16108,0,0.0007426,0.0007426,0.0007426
80,1843.59,1.46896,1.78647,1.83222,0.98577,0,0.49019,0.70851,0.61337,0.32173,0.49019,0.70851,0.6138,0.29608,1.68045,1.96363,1.65438,1.15713,0,0.0007393,0.0007393,0.0007393
81,1860.79,1.71904,2.16267,1.64211,1.12555,0,0.67107,0.53709,0.62817,0.33058,0.67107,0.53709,0.62877,0.31179,1.64397,1.91802,1.60921,1.13983,0,0.000736,0.000736,0.000736
82,1876.27,1.48132,1.69654,1.69159,0.98557,0,0.64846,0.52632,0.62012,0.35904,0.68246,0.55263,0.65032,0.3306,1.59935,1.86991,1.57625,1.13118,0,0.0007327,0.0007327,0.0007327
83,1893.31,1.63466,1.90511,1.5537,1.06814,0,0.53138,0.71625,0.63095,0.37899,0.53138,0.71625,0.64076,0.33951,1.5401,1.85747,1.56605,1.10817,0,0.0007294,0.0007294,0.0007294
84,1911.01,1.60017,2.1208,1.61723,1.09653,0,0.54362,0.65789,0.63236,0.37736,0.54362,0.65789,0.63678,0.36028,1.50772,1.8615,1.56042,1.08403,0,0.0007261,0.0007261,0.0007261
85,1928.22,1.48338,1.91872,1.4981,1.05371,0,0.64583,0.55263,0.65047,0.37314,0.64583,0.55263,0.63919,0.35802,1.49726,1.87119,1.48486,1.08066,0,0.0007228,0.0007228,0.0007228
86,1946.85,1.53339,2.00567,1.44503,1.02873,0,0.54611,0.68421,0.68014,0.37718,0.54611,0.68421,0.66435,0.36375,1.53432,1.89615,1.43998,1.08452,0,0.0007195,0.0007195,0.0007195
87,1963.01,1.60865,1.94732,1.42548,1.05952,0,0.54611,0.68421,0.68014,0.37718,0.54611,0.68421,0.66435,0.36375,1.53432,1.89615,1.43998,1.08452,0,0.0007162,0.0007162,0.0007162
88,1980.02,1.58064,1.79893,2.14161,0.94988,0,0.51813,0.76399,0.66418,0.37752,0.69948,0.55263,0.70469,0.36459,1.57785,1.91538,1.48545,1.09781,0,0.0007129,0.0007129,0.0007129
89,1997.03,1.71895,2.15452,1.56497,1.12726,0,0.62616,0.68421,0.67215,0.36783,0.65024,0.71053,0.72238,0.36674,1.64144,1.91768,1.56209,1.1289,0,0.0007096,0.0007096,0.0007096
90,2015.65,1.57003,1.94879,1.37531,1.06483,0,0.54131,0.71433,0.65262,0.36351,0.5601,0.73716,0.71141,0.37065,1.65054,1.85979,1.64037,1.14041,0,0.0007063,0.0007063,0.0007063
91,2033.23,1.56366,2.02947,1.35812,1.05394,0,0.55929,0.68421,0.64743,0.35511,0.58117,0.71053,0.69487,0.3543,1.65641,1.79899,1.58377,1.14444,0,0.000703,0.000703,0.000703
92,2051.82,1.62019,2.2935,1.44961,1.06419,0,0.61014,0.63158,0.6738,0.36991,0.64062,0.65789,0.71158,0.34108,1.6328,1.766,1.55876,1.13387,0,0.0006997,0.0006997,0.0006997
93,2070.56,1.62657,2.04695,1.46239,1.07115,0,0.65233,0.63158,0.70548,0.39629,0.68091,0.65789,0.72472,0.3502,1.58761,1.76091,1.53445,1.12208,0,0.0006964,0.0006964,0.0006964
94,2086.66,1.61698,2.14226,1.45382,1.04448,0,0.66915,0.63158,0.70071,0.3989,0.69792,0.65789,0.73727,0.36058,1.5986,1.79029,1.53284,1.12272,0,0.0006931,0.0006931,0.0006931
95,2101.27,1.56948,2.04571,1.37937,1.00288,0,0.66915,0.63158,0.70071,0.3989,0.69792,0.65789,0.73727,0.36058,1.5986,1.79029,1.53284,1.12272,0,0.0006898,0.0006898,0.0006898
96,2116.81,1.5851,2.11098,1.37817,1.03674,0,0.65763,0.68421,0.67439,0.37014,0.65763,0.68421,0.69235,0.3561,1.62515,1.81786,1.59185,1.11935,0,0.0006865,0.0006865,0.0006865
97,2134.28,1.47094,2.0119,1.43847,1.01909,0,0.61935,0.68421,0.63558,0.34866,0.61219,0.70629,0.66723,0.34326,1.63585,1.83032,1.63248,1.12323,0,0.0006832,0.0006832,0.0006832
98,2151.51,1.52035,2.10296,1.34107,1.03186,0,0.62511,0.63158,0.61978,0.3377,0.62511,0.63158,0.65553,0.35072,1.64718,1.79862,1.62955,1.13352,0,0.0006799,0.0006799,0.0006799
99,2168.82,1.59671,2.06676,1.36514,1.07603,0,0.59541,0.65789,0.60077,0.32837,0.65331,0.60526,0.62331,0.32755,1.63519,1.79176,1.63671,1.13182,0,0.0006766,0.0006766,0.0006766
100,2187.02,1.55707,2.02419,1.4075,1.03383,0,0.59022,0.65789,0.60299,0.32975,0.62848,0.62338,0.6405,0.32946,1.63597,1.80689,1.66022,1.13041,0,0.0006733,0.0006733,0.0006733
101,2204.04,1.51751,1.94228,1.29341,1.04566,0,0.58668,0.70972,0.64455,0.34698,0.75462,0.56674,0.671,0.33414,1.68859,1.84293,1.63645,1.15773,0,0.00067,0.00067,0.00067
102,2222.23,1.6715,2.12786,1.36271,1.0629,0,0.5409,0.77523,0.65491,0.34983,0.74538,0.5395,0.67009,0.33093,1.7166,1.86726,1.61725,1.18105,0,0.0006667,0.0006667,0.0006667
103,2236.91,1.47118,1.91962,2.08854,0.95543,0,0.5409,0.77523,0.65491,0.34983,0.74538,0.5395,0.67009,0.33093,1.7166,1.86726,1.61725,1.18105,0,0.0006634,0.0006634,0.0006634
104,2253.89,1.54134,1.92537,1.7416,0.96155,0,0.54296,0.75043,0.66041,0.34049,0.54509,0.73684,0.6593,0.31584,1.75435,1.91523,1.60639,1.1994,0,0.0006601,0.0006601,0.0006601
105,2271.46,1.68189,2.06214,1.56417,1.04509,0,0.50161,0.65789,0.68028,0.34803,0.6562,0.60279,0.67894,0.3214,1.76362,1.9505,1.63932,1.20995,0,0.0006568,0.0006568,0.0006568
106,2290.81,1.64375,2.16409,1.52384,1.05097,0,0.51897,0.76662,0.66543,0.35546,0.52234,0.77712,0.67665,0.31875,1.73574,1.93225,1.63118,1.19946,0,0.0006535,0.0006535,0.0006535
107,2308.21,1.58013,2.18335,1.52918,1.0417,0,0.51273,0.76316,0.68119,0.34912,0.51467,0.73684,0.68926,0.3475,1.68158,1.89044,1.58863,1.17688,0,0.0006502,0.0006502,0.0006502
108,2325.15,1.63359,1.94569,1.51423,1.09367,0,0.5658,0.68587,0.70735,0.36801,0.57839,0.68421,0.69948,0.34821,1.6337,1.83694,1.48428,1.14731,0,0.0006469,0.0006469,0.0006469
109,2342.16,1.44771,1.80009,1.80077,0.98608,0,0.62563,0.61586,0.65804,0.36869,0.65163,0.64005,0.69368,0.38712,1.5976,1.82398,1.45831,1.14835,0,0.0006436,0.0006436,0.0006436
110,2359.85,1.59445,2.03494,1.36323,1.07905,0,0.59826,0.68421,0.65176,0.36856,0.62385,0.71053,0.67382,0.37979,1.57568,1.83368,1.47974,1.15169,0,0.0006403,0.0006403,0.0006403
111,2375.83,1.77981,2.07471,2.24016,1.1264,0,0.59826,0.68421,0.65176,0.36856,0.62385,0.71053,0.67382,0.37979,1.57568,1.83368,1.47974,1.15169,0,0.000637,0.000637,0.000637
112,2391.19,1.50749,1.96451,1.35676,1.07866,0,0.61868,0.68421,0.66521,0.36263,0.61868,0.68421,0.66521,0.36105,1.59671,1.83715,1.49772,1.16667,0,0.0006337,0.0006337,0.0006337
113,2407.05,1.43642,2.02156,1.47345,1.0481,0,0.61811,0.68421,0.64094,0.35168,0.61811,0.68421,0.65267,0.35166,1.62075,1.84829,1.55005,1.17809,0,0.0006304,0.0006304,0.0006304
114,2425.86,1.49201,1.91337,1.62194,1.00707,0,0.55068,0.63158,0.62776,0.33778,0.55068,0.63158,0.62776,0.33553,1.65211,1.85024,1.61967,1.18282,0,0.0006271,0.0006271,0.0006271
115,2441.98,1.73202,2.09673,1.91717,1.11748,0,0.56262,0.60526,0.59246,0.32157,0.56262,0.60526,0.59246,0.29584,1.67166,1.881,1.72686,1.18634,0,0.0006238,0.0006238,0.0006238
116,2459.84,1.5501,2.12668,1.55663,1.04736,0,0.59625,0.57895,0.5836,0.29633,0.59625,0.57895,0.5836,0.28536,1.70069,1.89886,1.76032,1.19176,0,0.0006205,0.0006205,0.0006205
117,2477.4,1.53696,2.05609,1.51982,1.063,0,0.64561,0.47956,0.58397,0.28913,0.64561,0.47956,0.59688,0.28304,1.73514,1.93673,1.78466,1.20001,0,0.0006172,0.0006172,0.0006172
118,2498.86,1.5249,2.01753,1.43063,1.02954,0,0.60538,0.5,0.58881,0.27818,0.54794,0.60526,0.61992,0.30685,1.78469,1.94071,1.6458,1.19903,0,0.0006139,0.0006139,0.0006139
119,2516.77,1.6523,2.03073,1.41777,1.03923,0,0.60538,0.5,0.58881,0.27818,0.54794,0.60526,0.61992,0.30685,1.78469,1.94071,1.6458,1.19903,0,0.0006106,0.0006106,0.0006106
120,2534.33,1.66385,1.97956,1.61101,1.09668,0,0.52829,0.55263,0.61414,0.28442,0.57244,0.60526,0.64866,0.31323,1.80484,1.92552,1.54489,1.19364,0,0.0006073,0.0006073,0.0006073
121,2551.5,1.55134,1.91312,1.34496,1.0356,0,0.57553,0.65789,0.63489,0.30473,0.59719,0.66336,0.66214,0.32823,1.73842,1.89312,1.48244,1.16921,0,0.000604,0.000604,0.000604
122,2569.17,1.47652,1.93388,1.34624,0.99452,0,0.59306,0.7671,0.64128,0.32762,0.59306,0.7671,0.64885,0.34332,1.67006,1.85942,1.46227,1.15794,0,0.0006007,0.0006007,0.0006007
123,2585.46,1.59554,1.85597,1.46633,1.02703,0,0.53853,0.71053,0.61926,0.32421,0.53853,0.71053,0.64561,0.32634,1.74212,1.87804,1.47827,1.1889,0,0.0005974,0.0005974,0.0005974
124,2603.97,1.58125,2.09684,1.35802,1.02791,0,0.56817,0.71053,0.63866,0.313,0.56817,0.71053,0.66673,0.33903,1.76701,1.90969,1.47194,1.1864,0,0.0005941,0.0005941,0.0005941
125,2620.43,1.47743,2.01701,1.29914,1.05291,0,0.58315,0.71053,0.6432,0.33048,0.58315,0.71053,0.65519,0.34474,1.74016,1.91307,1.49786,1.17141,0,0.0005908,0.0005908,0.0005908
126,2638.35,1.45748,1.81645,1.346,0.99596,0,0.5801,0.72724,0.65003,0.33073,0.5799,0.72664,0.64093,0.32343,1.66356,1.89763,1.54173,1.14487,0,0.0005875,0.0005875,0.0005875
